Date,Open,High,Low,Close,Adj Close,Volume
2019-06-17,0.8915799856185913,0.8924300074577332,0.8892049789428711,0.8914999961853027,0.8914999961853027,0
2019-06-18,0.8906999826431274,0.8942700028419495,0.8893629908561707,0.8909000158309937,0.8909000158309937,0
2019-06-19,0.893060028553009,0.8937600255012512,0.8910999894142151,0.8930000066757202,0.8930000066757202,0
2019-06-20,0.8900099992752075,0.8900099992752075,0.8837699890136719,0.8898000121116638,0.8898000121116638,0
2019-06-21,0.8854900002479553,0.8862400054931641,0.8823500275611877,0.8852999806404114,0.8852999806404114,0
2019-06-24,0.8784999847412109,0.8792099952697754,0.8770999908447266,0.8783699870109558,0.8783699870109558,0
2019-06-25,0.8771799802780151,0.8788599967956543,0.8761199712753296,0.8771700263023376,0.8771700263023376,0
2019-06-26,0.8796200156211853,0.8809900283813477,0.878000020980835,0.8795099854469299,0.8795099854469299,0
2019-06-27,0.8791499733924866,0.8811799883842468,0.8784999847412109,0.8791400194168091,0.8791400194168091,0
2019-06-28,0.8794000148773193,0.8801800012588501,0.8776999711990356,0.8792799711227417,0.8792799711227417,0
2019-07-01,0.8799999952316284,0.8845099806785583,0.8797000050544739,0.8798999786376953,0.8798999786376953,0
2019-07-02,0.8859699964523315,0.8867800235748291,0.8833100199699402,0.8859400153160095,0.8859400153160095,0
2019-07-03,0.885670006275177,0.8872799873352051,0.8845400214195251,0.8855000138282776,0.8855000138282776,0
2019-07-04,0.8859000205993652,0.8869699835777283,0.8851000070571899,0.8859000205993652,0.8859000205993652,0
2019-07-05,0.8860499858856201,0.8921999931335449,0.8859000205993652,0.8860700130462646,0.8860700130462646,0
2019-07-08,0.8906400203704834,0.8921899795532227,0.8899000287055969,0.8906800150871277,0.8906800150871277,0
2019-07-09,0.8916800022125244,0.8932300209999084,0.8910999894142151,0.8915799856185913,0.8915799856185913,0
2019-07-10,0.892490029335022,0.8926500082015991,0.8878629803657532,0.8921999931335449,0.8921999931335449,0
2019-07-11,0.8880000114440918,0.8887500166893005,0.8859000205993652,0.888189971446991,0.888189971446991,0
2019-07-12,0.8888700008392334,0.8896999955177307,0.8866819739341736,0.888700008392334,0.888700008392334,0
2019-07-15,0.8871700167655945,0.8884400129318237,0.8860539793968201,0.88714998960495,0.88714998960495,0
2019-07-16,0.8880299925804138,0.8921399712562561,0.8876000046730042,0.8879600167274475,0.8879600167274475,0
2019-07-17,0.8917999863624573,0.892769992351532,0.8902000188827515,0.8918799757957458,0.8918799757957458,0
2019-07-18,0.8906499743461609,0.8923599720001221,0.8891000151634216,0.890500009059906,0.890500009059906,0
2019-07-19,0.8879799842834473,0.8916599750518799,0.8871999979019165,0.8879799842834473,0.8879799842834473,0
2019-07-22,0.8914200067520142,0.8921899795532227,0.8906999826431274,0.8913999795913696,0.8913999795913696,0
2019-07-23,0.8924599885940552,0.8968899846076965,0.8920000195503235,0.8923699855804443,0.8923699855804443,0
